x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79
-0.016635919,0.69994086,-0.6619468,1.6142669,1.3643922,0.39038417,2.4642634,-0.098723575,0.63574743,-1.7862588,-2.2714477,1.7005692,-0.051834572,-1.0686656,-1.1689109,0.3431135,0.17402086,-0.7570449,-1.4599288,0.5035492,0.61056566,0.6287301,2.9309154,-0.23293965,1.072933,-1.0283011,-0.8153132,0.79218656,0.46420544,-0.66007376,-1.33241,-0.64142287,0.10620473,-1.128227,-0.4930017,0.65299106,-1.2529846,0.3624437,1.8412682,-1.4733193,0.0637668,0.59702414,-2.5833457,-0.60198927,-0.9525371,0.014496087,-0.6408709,-0.540143,1.0607575,0.16891325,-0.6550491,1.3587236,-0.041798655,0.24134019,2.259561,0.4109263,0.0752557,0.6475772,-0.901034,-1.4773835,0.9558511,-0.5938269,-1.228586,0.24922581,-0.671257,0.7776362,-0.99484205,-0.42922062,1.6033204,0.9062986,1.2780104,-0.92417854,-0.01405181,-1.0785269,-0.3940983,-0.6682127,-0.5801292,-1.3968308,-1.0761406,0.9030555
1.1203513,-0.62001455,0.040352855,2.408329,0.8208693,1.0825058,-0.116388075,0.26934925,-0.21191826,-1.1980019,-0.950533,-0.7847432,1.3368825,0.37778133,1.15304,2.4766462,1.9743608,-1.8169922,0.3637425,1.6289058,2.7990682,1.1947107,1.6459906,-0.6498599,0.09325621,-0.5004144,-0.271088,-0.50369394,0.12455893,-0.29609582,0.6535726,0.24096562,-1.0170097,-0.047534317,0.8471531,1.4877852,1.3371357,0.19381908,1.3186579,0.94984823,0.6710015,0.12544951,-1.2605128,0.8046634,-0.5323412,-1.1575907,0.048238713,1.4738917,-0.07386334,-0.06315259,0.9961427,1.7338102,1.0444347,0.22524728,1.2538196,0.48582956,-0.86534274,0.1138015,-0.5593876,0.26677713,-1.1431922,-0.99086064,-0.30855602,-1.2825141,-0.045413878,-1.005828,-0.48318002,0.5405521,0.9747673,-0.33772767,1.6581764,0.009869559,0.70514625,0.9044565,-1.2462105,-0.16869214,1.0148051,-0.1813527,0.62571216,-0.4024805
0.96334493,-1.3680403,0.8981259,2.4816759,-0.24171785,0.8752251,1.4629706,2.3598492,-0.8656393,-2.592955,-2.5288541,-1.59628,0.02941452,1.2259809,-0.055282257,0.9787571,-0.6392808,-1.5317395,0.57333946,3.039124,3.0674553,-2.2587447,-0.36778703,-1.4777082,1.6316165,-0.67805463,0.38283345,0.0720371,-0.78288084,0.36266947,-0.8785317,0.5688422,-1.2544686,-2.1320016,2.5264235,2.8737013,-1.2509446,0.78175706,0.010680386,0.6231859,-0.0068669314,1.982826,-0.56903094,-1.0210407,0.31853747,-1.4977356,1.2735358,1.2853699,-2.5238378,0.10349855,-0.9822545,3.2642977,1.3695935,1.4607344,-0.725333,1.7512698,-1.7231604,0.5827035,-0.5102764,-1.2836014,-0.37949026,-1.3540554,0.39506987,-0.06491183,-0.79491234,-2.8697748,0.64760214,1.2956895,-0.23835902,2.3984296,1.7235396,-1.7185766,1.2437465,0.659524,1.7325047,-1.0316159,0.19844544,-2.0043356,0.98104167,0.6036878
-0.14866734,-0.103324175,-0.74224085,0.9392229,-0.7379821,1.3860394,0.97986794,-0.29332852,-0.97761494,-0.8281196,-2.1530557,-0.27165592,1.7133929,-0.438189,0.21929036,0.6837038,1.5277355,-0.24670094,-0.22989628,1.0999119,0.77220285,-0.35323825,1.247593,-0.89375937,0.07457401,0.6107408,-1.6979517,-0.4049894,0.0583787,0.25005648,-2.1945786,0.35141382,-0.5478526,0.3831502,-0.03776394,1.0227162,-0.051902737,0.6091708,0.31669563,-0.4588791,-0.8430962,0.796232,-0.89347273,1.1333531,0.34257835,-1.2887725,-1.1091737,-0.38381344,0.41804907,-0.10405041,-1.716367,0.62916505,0.8152755,-0.1992645,1.2671283,0.050870884,-0.44521707,0.06768251,-0.37998813,0.049667083,-0.5480319,-0.26211667,-0.8953506,-0.68806046,-1.0447956,0.36609364,-0.18525468,0.10317956,0.42950436,0.31533843,0.68212396,-0.41947904,-0.22014268,0.25214103,-0.97475374,-0.48149627,1.2143916,-1.0199823,-0.6635773,-0.31144097
-1.629894,-0.91340196,-0.5242803,1.7076249,0.62746525,2.2139614,0.73138756,0.7901521,1.0671215,0.3765066,-3.6265454,-0.13259168,0.38598672,-0.93577325,0.040376585,2.762247,0.67654866,-0.19345146,-0.9140386,-0.18522663,1.3045969,-0.1584342,2.1743214,-0.7909071,0.19159693,1.3386941,-1.7524198,0.13388662,1.724582,-0.80942714,-1.2529836,1.5397172,0.3686983,-0.35711744,-0.37400004,0.98182184,0.7897473,0.8720425,0.86071634,0.20804448,0.71057826,0.5666317,-2.1743941,0.34832183,-0.7041139,-1.7124598,-0.9700373,-0.7872773,-0.98792106,0.59033203,-0.79419076,0.40070754,0.53233576,-0.20260665,2.399693,0.92505914,0.4334612,0.62248206,-0.8534285,0.7787164,-0.18952215,-0.8462551,-0.94033146,0.014829627,-0.4921788,0.59131855,0.23838016,-0.117005505,0.90524465,1.2384658,0.92852885,0.016857253,1.3281395,-0.07195901,0.08859496,-0.67641413,1.3422694,-1.5886158,-0.6989984,-0.41451603
-1.6512629,-0.69732314,0.29284355,1.2274584,1.0391908,-2.135815,0.77113664,0.42194244,-1.3635658,0.2599477,-0.9842358,-1.28552,0.7421761,-0.8240814,0.31404272,2.9253087,0.80192554,-2.4053602,0.4560855,1.2449955,-0.14554684,-2.3583035,1.6571207,-1.406807,0.19964384,0.75060713,-0.09571984,-0.7500128,-1.0827639,-0.5337089,-0.35014525,1.9935514,-1.225272,0.28879738,-0.12111229,1.6048524,1.2004085,1.0391264,1.2493892,-1.9771405,1.2560899,0.7456426,0.5401138,-0.93820304,1.2155038,-2.1851134,-1.9342202,0.9740081,1.0589403,1.3296038,-1.7276729,2.3710427,1.5302079,1.4155042,0.2715055,-0.9811797,0.6088502,-0.36491162,0.82550836,-0.46108198,0.72562927,-1.3058745,-0.43322453,1.3985542,0.2587324,0.21315362,-1.0902777,2.194672,-0.83296806,0.7980611,1.5324414,-0.6643169,-1.0566138,1.035537,-1.6137874,-1.8797911,-0.94892746,-1.0300778,-0.722386,-0.34531167
-1.7043319,-0.5337798,2.4146104,3.5030868,0.94594675,-0.528857,1.3929232,-2.3760512,-0.7527716,-1.009135,0.86895967,-0.8273425,1.6757561,-0.73716795,-2.2611475,0.9536034,-0.66453403,0.7258072,1.0624546,2.746314,0.74717695,-0.09059346,3.6802905,-0.20320979,0.2621044,-0.31557247,2.0762224,-0.83383375,1.2041736,0.76154387,-0.7356155,0.54788387,-0.4773258,-0.23019679,-0.62025857,1.4000553,-0.56662846,-0.16646713,2.6791377,-2.441452,-0.15846828,0.20726047,0.93617684,0.51802456,1.1484076,-1.0853537,0.66385156,-0.17131533,-2.2892635,-0.6332918,-0.07636354,1.6349782,-0.5357702,-0.15191397,1.639258,-1.0513059,0.19801408,0.33633387,1.0748116,-1.0847292,0.6854675,-1.2790933,-1.0640725,0.69690484,-0.4062294,0.25521946,0.6691563,1.6375542,-0.43280998,-0.44369638,1.8660765,-0.4338379,0.35667184,-0.6788979,0.71069044,-0.95685565,0.08376882,-1.1625086,-1.4196029,1.3500934
-0.8057999,-1.3164511,1.3881464,1.3282691,-0.9240898,-0.56581616,1.778758,-1.5827006,-2.1564798,-0.59154236,-1.2728112,-1.5054704,3.1401021,-2.4617257,0.24171217,0.68659586,-0.08427749,-0.8362722,1.5463444,1.597238,2.2762733,-1.5317726,1.9196991,-1.7768706,-1.7727945,-0.68971556,-1.4788187,-0.16632746,-1.3359761,0.59475446,-1.551094,1.0671799,0.16401121,-0.23326291,-0.7324101,1.1326156,-0.68139374,0.8731155,0.21303926,-1.2037555,-0.9359462,2.1126885,-1.715549,0.8110874,2.7511826,-1.8870616,0.5800282,0.2968761,-0.90176904,-1.1304246,-2.0746648,1.7482797,1.1945933,-0.8199981,0.88907796,-0.26734814,-1.0598509,-0.21515344,0.29480946,1.573975,0.70791376,-1.0193948,-2.3141336,0.46771756,-0.23885544,-0.5106074,0.60153526,0.36931095,0.38883924,1.1609477,1.8278674,-2.210931,-1.1285331,0.0017837103,-0.24362722,-0.2402792,0.9570272,-1.2383853,-1.4168586,-1.2503635
-0.7307995,1.466526,0.4495923,2.6128953,1.2754537,-0.48441967,3.3959372,2.8770669,-2.7647772,-0.7847458,-0.9527981,1.009132,-0.5121976,0.34258974,-2.2504687,1.6671249,-0.5986793,-2.3192215,0.49986565,0.28463936,0.47536442,0.90605676,4.237658,-1.0281012,1.5211474,-0.58723086,-0.8346635,-0.51407206,-0.9707042,-0.88770384,0.4458657,-1.5585089,0.7996672,-0.16142409,0.60563093,1.6138152,-1.0997347,1.1232005,0.8920718,-0.79832286,-0.74603146,2.3826606,-0.99144924,-0.897785,-1.010194,0.20469251,-1.1913651,1.5277673,0.014736426,-0.024526713,-0.54649454,1.670917,0.30073473,1.6535895,1.5087878,-0.2234843,-0.65421253,1.2595844,-1.8110951,-1.0540062,0.34291595,-0.51113385,0.30529487,1.430786,-0.9032021,-0.5047973,0.38816112,-0.006349324,0.5497626,1.6496712,0.1918028,-1.0465679,0.24456136,0.0022968384,-1.3308063,-0.72094053,-0.7277083,-1.7598624,0.4133243,1.0935713
-0.8983552,0.54142594,1.1430559,2.3580287,1.053874,0.94599044,1.7726386,-0.7935986,-1.4272293,-1.2823362,-0.18091393,-1.0198765,-0.01748899,-0.70270145,-0.6886114,-1.5127583,-1.6078683,-0.23940356,0.56000257,1.2428613,0.8460545,-1.1230994,1.8157262,-0.3039071,-1.3154212,-0.095703036,-0.6564571,-0.9357859,-0.84637976,-0.65289474,-1.664963,0.99223405,-1.0618317,-0.6930429,-0.24012664,1.6127453,-1.4224029,0.81345165,0.39006972,-0.99509084,-1.5668377,1.3297547,-0.4738462,-0.4095218,0.6107851,-1.315635,0.9282155,-0.6740545,-1.7626987,-0.47103676,-1.6368126,1.0155545,0.25938872,0.046403676,0.5209083,-0.25380266,-1.8071407,-0.7593302,0.25875545,0.013137174,0.444431,-1.3281964,-1.4240998,-0.21601866,-0.98929125,-0.053205594,0.29030955,1.0020908,-0.01426981,1.1133494,0.9005612,-1.2923484,-1.4132564,0.22375974,-0.29420322,0.34360904,-0.5746912,-1.8982624,-0.73638535,-1.0976126
0.7628727,-0.114493206,-0.6510262,1.4397411,0.6340432,-1.6996667,2.134965,-0.71652347,0.3017923,-2.8523037,-3.3763273,0.6232863,-1.0209181,-2.0224144,0.14119068,1.3933388,-0.40913182,-1.5092748,-1.6528604,1.6308163,0.85520864,0.65393776,0.9392411,-2.1575606,2.1039398,-1.174012,-1.3120996,-0.6874466,1.4352646,-1.6007085,-0.8331033,-0.3984925,0.24337932,-0.07883517,-0.44816005,-0.07185513,0.23329528,0.80737585,2.2299294,-0.745956,-0.30743614,0.58088005,-1.1109555,-1.8433228,-0.88271064,-1.4394764,0.08402504,1.28682,1.1046386,-0.43598038,-0.4524199,1.7904304,-0.31821638,0.8862469,-0.07652741,0.7524332,0.68478006,0.66808426,-1.5493207,-1.2984506,-0.26188418,-1.1452137,-0.922751,-0.36976466,-0.53844434,-0.00633482,-0.9341746,-0.3658118,0.61909884,0.36996228,1.905904,-0.3426166,-0.06956203,-0.34993073,-0.36988705,0.61096144,-1.2924217,-1.5769172,0.1406228,1.3941869
-1.3900748,-1.0054364,-0.2730662,2.9753914,-0.4769495,-0.02684535,2.267874,-2.2429473,-0.5782799,0.4568746,0.13909464,0.07739442,1.1023886,-2.3150434,-0.11375789,1.0607549,-0.5032615,-0.12473206,0.6835906,0.8382543,2.6279066,0.32516134,2.4264317,-1.7152474,-1.0657986,-0.8473449,-1.2625878,-1.0065122,-2.2641997,-0.37199274,0.16585742,0.24783263,-0.076562434,-1.307611,-0.5249234,1.615075,-0.42253444,1.0438448,0.83407694,1.3541881,0.43309784,-0.15417829,-2.5149667,-0.94249564,2.368513,-1.0772697,-1.4131472,-0.40299758,0.9833074,0.41470936,-1.1457309,2.051719,1.9713303,2.1044395,0.20657587,-0.11459553,-0.12881704,0.19195485,-0.04875572,1.6783129,0.75329244,-0.8004905,-1.1174947,-0.79654616,0.69281775,0.15190576,-0.04639573,0.72622323,0.778529,1.4463109,1.2160072,0.4853515,-0.8424389,2.0042508,-1.5154412,0.50670147,0.5126931,-1.8704314,-0.45044187,-1.2053977
-0.80057085,2.2112622,-0.32379955,3.271323,2.7796335,-0.33513978,2.4260218,2.4897382,-1.4693968,-0.4107505,-0.019304194,-0.5252282,0.42479897,0.5247673,0.7922603,0.52384627,-1.8239406,0.7289246,-0.053107332,0.68085563,3.4025178,-1.9640423,1.1653458,-0.90580344,0.9173819,0.58410317,-0.3022427,-0.1891435,0.8290912,-1.3439974,-1.4625947,-0.08355799,2.1174855,-1.1881071,-0.054204546,2.110196,0.93954885,0.56927663,0.51870555,-0.20423932,-0.36725903,0.4425294,-0.20982225,-0.44909257,0.8257245,-2.2590036,-0.3903852,-1.2192633,-0.9792823,1.8829743,-1.1350036,0.5478548,1.3980318,-0.79049045,0.41142395,0.47510555,-0.1533513,1.1826196,0.12094313,-0.03040552,1.1307487,-1.9902177,-0.13050887,-0.42496815,-0.07979262,-0.0518329,0.3172478,1.709081,0.34078646,0.8036907,0.2567092,0.7316827,-0.30921072,0.5942571,0.7942561,-1.3391602,0.6417992,-1.8028268,-0.5567225,-1.4267372
0.322866,-1.3248122,1.0986754,0.11145886,1.3529055,-0.5005486,1.0854896,0.39954308,-0.13265558,-0.8985917,-1.6665612,-0.51959836,2.79098,-0.26502118,0.17595859,1.2551365,0.38897046,-0.7793205,-0.38535115,0.8758448,1.74832,-2.252197,1.3463749,0.8216615,1.0293205,0.686222,0.32883412,-0.26888016,-1.108295,0.6872935,-0.47980562,1.3487966,1.6418109,-2.1162264,0.37925896,1.5447965,-0.8851661,0.42486313,0.5558971,-0.29463774,0.2553521,0.8465256,-1.0194695,-1.2153445,1.3488079,-0.39889348,0.8595748,0.5072049,1.1221416,-0.81646204,-2.2633889,1.4584773,1.0725199,-0.1748729,0.1126553,0.16822629,0.6330297,0.4201425,-0.23361813,-0.9745346,0.64336836,-2.069926,0.6183067,-0.09731897,-0.15632328,0.09662749,0.5619408,0.472416,-0.12855391,1.3554894,2.6697476,-0.57846814,0.19400416,0.4699249,0.84855783,-0.01011461,-1.1583052,-1.606884,1.3414763,-0.21972694
-0.123715,-0.27857512,0.06334255,2.783109,-2.0885375,0.5654322,2.2619007,-0.119203895,-2.3019762,-0.010243181,-0.9471225,-0.70979714,2.583351,-0.7925032,0.43625373,0.5063441,0.20532367,-0.4073607,0.84140325,0.95446813,1.2513037,-1.6140616,1.6274512,-1.5870819,-0.8835223,-0.8649589,-1.6280243,-0.38755655,0.03782946,0.5752055,-1.6568471,0.74080163,0.4552283,-0.0979014,-0.24358976,0.7921273,-0.8294124,0.409979,0.12635121,-1.1236537,-0.9959233,1.483114,-1.8382026,1.0699488,1.1296127,-1.5825077,-0.029148828,0.16657574,-0.41745275,-0.96857786,-1.8137417,1.0822014,0.8397691,-0.68844587,1.2367224,-0.20005132,-0.5189331,0.09198768,-0.42338723,0.63862824,0.53759456,-0.39332426,-1.8199763,0.6563119,-0.77260333,-0.15688652,0.37856987,0.17189538,0.6631859,0.70244277,1.1670052,-1.6750484,-0.7354901,-0.252547,-0.4210629,-0.86156297,0.99972,-0.78404796,-1.1926742,-0.6136206
